10,Thomas McEvilley,"📌 Personal Background
Full Name: Thomas McEvilley
Birth: July 13, 1939, in Cincinnati, Ohio, USA
Death: March 2, 2013, at Memorial Sloan-Kettering Cancer Center, aged 73
Cause of Death: Complications from cancer
Survived By:
Wife: Joyce Burstein (artist)
Sons: Thomas and Monte (from a former marriage)
Sister: Ellen M. Griffin
Two grandchildren
Son Alexander predeceased him
Previously married twice, both marriages ended in divorce

🎓 Education
i) B.A. from the University of Cincinnati – Studied Greek, Latin, Sanskrit, and classical philosophy
ii) M.A. from the University of Washington
iii) Ph.D. in Classical Philology from the University of Cincinnati

👨‍🏫 Academic and Professional Career
i) Joined Rice University in 1969, served for 41 years
ii) Held position of Distinguished Lecturer in Art History at Rice
iii) Visiting professor at:
a) Yale University
b) School of the Art Institute of Chicago
iv) Taught extensively on:
a) Greek and Indian culture
b) History of religion
c) Philosophy
v) Retired in 2008, lived in New York City and the Catskills afterward

🏅 Awards and Honors
i) Semple Prize, University of Cincinnati
ii) National Endowment for the Arts (NEA) Critics Grant
iii) Fulbright Fellowship (1993)
iv) Frank Jewett Mather Award (1993) from the College Art Association
v) NEA Critic’s Grant (listed separately)

📰 Editorial Work
i) Contributing editor for Artforum
ii) Editor-in-chief of Contemporanea

✍️ Scholarly Expertise & Writings
i) Expertise in:
a) Greek and Indian cultures
b) History of religion and philosophy
c) Contemporary art and culture
ii) Authored numerous books, monographs, catalog essays, reviews, and articles

📚 Notable Works
1. Art and Otherness: Crisis in Cultural Identity (1992)
i) Collection of 12 revised essays from the 1980s, contextualized within the culture wars
ii) Advocates for challenging white, male, Western dominance in art and academia
iii) Key essay: ""Doctor, Lawyer, Indian Chief"" – critical response to MoMA's 1984 exhibition Primitivism and Twentieth Century Art

2. The Exile’s Return: Toward a Redefinition of Painting for the Post-Modern Era (1993)
i) Addresses the “death of painting” debate of the late 20th century
ii) Argues that painting, after a decline, revived around 1980 with new postmodern theory and self-awareness

3. “Heads It’s Form, Tails It’s Not Content”
i) Critiques formalist art criticism (e.g., Greenberg, Fried)
ii) Traces formalist roots to Neoplatonism, where form is inseparable from content
iii) Asserts that content inevitably accompanies form, even in formalist approaches

4. Sculpture in the Age of Doubt (1999)
Analyzes postmodern intellectual challenges to sculpture throughout the 20th century

5. The Shape of Ancient Thought (2002)
i) Based on 30 years of research (1970–2000)
ii) Compares Greek and Indian philosophical traditions
iii) Shows how trade, migration, and imperialism enabled cross-cultural exchanges
iv) Argues that Western civilization is shaped by both Eastern and Western thought
v) Demonstrates philosophical intermingling across India, Egypt, Greece, and the Near East",
11,Dr. Hampa Nagarajaiah,"👤 Personal Background
Full Name: Hampa Nagarajaiah
Pen Name: Hampanā
Date of Birth: 7 October 1936
Place of Birth: Hampasandra Village, Gowribidanur Taluk, Chikkaballapura District, Karnataka, India
Spouse: Kamala Hampana, a veteran littérateur (deceased)

🎓 Education and Academic Career
Completed schooling in Gowribidanur, Madhugiri, Tumkur, Mandya
Graduated with B.A. (Honours) from Maharaja's College, Mysore
M.A. in Kannada under scholars like Kuvempu, T.N. Srikantaiah, D.L. Narasimhachar, etc.
Awarded PhD from Bangalore University for the thesis A Comprehensive Study of Vaddaradhane
Served as lecturer/professor at:
Mysore Maharani’s College
Sahyadri Science College, Shimoga
Government Colleges in Mandya, Davanagere, Bengaluru

🎙️ Lectures and Academic Engagement
Delivered guest lectures on Jainism in the UK, Germany, and USA
Lectured on linguistics, poetics, and Jain literature at major Indian universities including:
Bengaluru, Mysore, Mangalore, Karnataka, Kuvempu, Mumbai, Madras, Madurai Kamaraj

🏛️ Administrative and Institutional Roles
Served as Dean of Arts Faculty and Professor at Bengaluru University
Director of:
Jain Research Centre
Institute of Jain Studies
Department of Kannada and Culture, Government of Karnataka
Retired in 1996

📚 Role in Kannada Sahitya Parishat (KaSaPa)
Honorary Secretary (1966–1974)
President (1978–1986) – 3 terms
Published around 300 scholarly books in Kannada
Published 200 children's books during UNESCO’s International Year of the Child (1979)
Built a Golden Jubilee memorial building at the Kannada Sahitya Parishat premises
Visiting professor and honorary committee member at:
London University
Florida International University, USA

📕 Felicitation Volumes
Pachethene (1983), Eds: T.K. Mahamood & S.M. Krishnaraya
Samkriti (1988), Eds: D.H.J. Lakkappa Gowda & Prof. Sukanya Maruthi
Samkarshana (1996), Eds: J. Jnanananda & Dr. Sanjeev K. Shetty
Baraha Baagina (1997), Ed: H.V. Nagesh
HamGranthavali (1997), Eds: Smitha Reddy & Tamil Selvi
Hampanā Vangmaya (2007), Eds: Dr. M. Bhyregowda & B.R. Sathyanarayana
Svasti (2010), Ed: Prof. Nalini Balbir (University of Paris)

🏅 Awards and Honors
Naadoja Award (2006), Kannada University
Acharya Sri Mahaprajna Jain Sahitya Award (2008)
Jewel of Jain World Award by Jain World Foundation USA (2013)
Karnataka Sahitya Academy Award (1993–94)
Janapada Yakshagana Academy Award (1995)
National Award for Best Child Literature (1990)
Chavundaraya Award (1996)
Kavyananda Award (1997)
Karnataka Rajyotsava Award (1998)
Sham Baa Joshi Award (2000)
Shasana Sahitya and Chi. Na. Mangala Awards (2001)
Felicitated by monasteries such as:
Nidumamidi, Sringeri, Chitradurga, Savalagi, Shravanabelagola, Moorusavira, Ilakal Mathas
KundKund Gyanpeeth Award, Indore
Babulal Amrithlal Sha Gold Medal, Ahmedabad
Acharya Sumathi Sagar Award, Sonagiri (MP)
Sahitya Sindhu title (1997)
Jnanabhaskara title (2001)
Pampa Prashasti (2016), Govt. of Karnataka
President’s Certificate from Union HRD Ministry for classical Kannada

📖 Literary Masterpiece – “Charu Vasantha”
A Kannada epic poem narrating the romantic and moral journey of Charudatta and Vasantatilake

Themes:
Redemption, love beyond caste/creed
Radical secular values
Folk storytelling style
Form: Desi meters including Ragale, Champu, Shatpadi; linguistic revival of rare Kannada words
Deep roots in medieval Kannada poetry and Jain traditions
Translated into: Rajasthani, Banjara, Telugu, Oriya, Bengali, Gujarati, Hindi, Kashmiri, Marathi, Prakrit, Punjabi, Sanskrit, Urdu, English
Theatrical adaptations: Staged by Alva’s Center for Theatrical Studies in many Karnataka cities

🗣️ Contribution to Kannada Scholarship
Author of Spectrum of Classical Literature in Kannada – 5 volumes
Expert in Halagannada (Ancient Kannada)
Shows how Jain epics shaped Kannada literary tradition
Multilingual scholar: Kannada, Sanskrit, Prakrit, English
Recognized globally for Kannada literature and Jainology",
12,Dr Bruce Costain,"Dr. Balabhadra Bruce Costain is a scholar, chaplain, and educator known for his work in Jain philosophy and ethics. 
🧘‍♂️ Biography
Born on April 25, 1944, Dr. Costain began practicing meditation in 1974 and delved into Eastern philosophies by 1976. His introduction to Jainism occurred in 1980 during a lecture in Toronto by Jain teacher Gurudev Shri Chitrabhanu. This pivotal moment led him to adopt a vegan lifestyle and embrace the principles of non-violence and unconditional love.
In 1985, he was initiated as a Jain adherent and legally adopted the name ""Balabhadra."" He earned a B.A. in Psychology and a B.Ed. in 1981, followed by an M.A. in 1985 with a thesis titled Jainism: An Ethical Structure for Non-violent Action. He completed his Ph.D. in 1991 with a dissertation titled An Ethic of Unconditional Love as the Basis for Human Development. 
Dr. Costain has travelled extensively to deepen his understanding of religious and philosophical traditions, including journeys to Japan, South Korea, Thailand, and multiple visits to India. Since 1984, he has taught, lectured, and led workshops on Jainism across the United States, Canada, and the United Kingdom. In 2003, he became the first Jain in North America to be certified as a chaplain by the Association of Clinical Pastoral Education, serving in a major medical facility in Nashville, Tennessee. 
Currently residing in Nashville, Dr. Costain continues his work as an instructor, counsellor, lecturer, and writer, focusing on Applied and Theoretical Jainism and Pure Soul Meditation. 
📚 Publications
Dr. Costain has authored several works that explore Jain ethics and philosophy:
•	Applied Jainism: How to Make Decisions That Will Result in Increased Peacefulness, Happiness, and Love for Ourselves as Well as for Other Living Beings (2022)
•	Applied ""Jainism"": Two Papers Outlining How the Jaina View of Reality Helps to Make Decisions That Will Result in Increased Peacefulness, Happiness, and Love for Ourselves, as Well as for Other Living Beings (2003) 
",
13,Emma Gurney Salter,"1. Emma Gurney Salter (1875–1967) — English Historian & Translator
•  Born in 1875 in Notting Hill, London, she studied Classics at Girton College, Cambridge (though Cambridge did not at the time award degrees to women). She later received her MA and D.Litt. from Trinity College, Dublin. 
•  She was a pioneering historian of the Renaissance and a prolific translator, introducing numerous Francis of Assisi texts to English-speaking audiences. Her original works include Franciscan Legends in Italian Art (1905), Nature in Italian Art (1912), and Tudor England Through Venetian Eyes (1930). Her translations include The Legend of St Francis by the Three Companions (1902), The Life of St Francis by Bonaventure (1904), among others. 
•  Her work remains part of the public domain and continues to be accessible via platforms like Wikisource. 

2. Emma Salter — Academic in Religion & Education (University of Huddersfield)
•  She is Course Leader for the BA (Hons) Religion and Education program at the University of Huddersfield since 2007. Her teaching spans MA-level courses and doctoral supervision. 
•  Previously, she taught philosophy and religious studies at Greenhead College, and worked with the Open University in various UK regions. 
•  Her research interests include Indian religions (notably Jainism), religious education pedagogy, education for sustainability, and interdisciplinary teaching. Her PhD field research involved living with Jain communities in India. 
•  Among her published work is A Critical Reflection on the Commission on Religious Education’s Proposed National Entitlement to Religion and Worldviews in England and Wales (2021) in the Journal of Religious Education. 
•  Her Google Scholar profile reflects an h-index of 4 with ongoing contributions to religious education scholarship. ",
14,Dr. Jagmohan L Humar,"Educational Background & Academic Career
Dr. Jagmohan L. Humar earned his B.Sc. from Banaras Hindu University, followed by an M.Tech. from the Indian Institute of Technology (IIT), and completed his Ph.D. at Carleton University in 1974. He joined Carleton's faculty in 1975, became a full professor by 1983, and served as the Chair of the Department of Civil and Environmental Engineering from 1990 to 2000. After retiring in 2003, he was appointed Professor Emeritus and Distinguished Research Professor in recognition of his continued academic contributions.

Research & Professional Contributions
Dr. Humar is internationally renowned for his expertise in structural dynamics and earthquake engineering. He authored the authoritative textbook Dynamics of Structures, first published in 1990, with a second edition released in 2002, is research spanned seismic response of structures, earthquake-resistant design, and earthquake code development. He played a key role on Canada’s Standing Committee on Earthquake Design, helping shape the seismic provisions of the National Building Code of Canada.
As a consultant, Dr. Humar contributed to landmark projects—including seismic assessments for Ottawa’s National Aviation Museum, Toronto’s SkyDome, heritage building rehabilitation, and parliamentary precinct upgrades.

Honours & Awards
•        Distinguished Research Professorship, Carleton University (2003)
•        Fellow of the Canadian Academy of Engineering (2005)
•        Multiple awards in civil engineering, including the Gzowski Medal, Whitman Wright Award, A.B. Sanderson Award, and teaching excellence accolades.
•        In 2020, Dr. Humar was appointed as a Member of the Order of Canada—one of the country’s highest civilian honours—for his outstanding contributions to engineering, education, and leadership in the community.

Personal & Cultural Highlights
Originally born in a Jain family from Udaipur, Rajasthan, Dr. Humar has been a notable figure in both Canadian and Indo Canadian circles. His scholarly work, teaching, and mentorship have impacted generations of engineers globally.

Attribute               Detail
Field                  - Civil Engineering (Structural Dynamics, Earthquake Engineering)
Key Book          - Dynamics of Structures
Key Roles         - Professor, Department Chair, Researcher, Consultant, Author
Honors              - Fellow of CAE, Order of Canada, Multiple awards in teaching & research
Legacy              - Shaped seismic design codes in Canada; mentored students; authored key references
",
15,Professor Peter Flügel,"Academic Position
• Peter Flügel serves as a Professor in the Study of Religions and Philosophies within the Department of History, Religions and Philosophies at SOAS University of London. He is also the foundational chair of the Centre of Jaina Studies at SOAS.

Educational Background
• He obtained his Dr. Phil. degree from Johannes Gutenberg-University Mainz.

Research Focus & Contributions
• His expertise spans the history, anthropology, and sociology of Jain traditions—particularly exploring contemporary Jain schools, relic worship (stūpas), Jaina-Vaiṣṇava syncretism, and the socio-legal history of Jainism. He also engages with comparative philosophy, pluralism, and non-violence.
• From 2005 to 2025, he produced influential works including “The Invention of Jainism: a short history of Jaina studies” (2005), “Studies in Jaina History and Culture: Disputes and Dialogues” (2006), and more, contributing significantly to the field.

Editorial & Project Leadership
• Flügel is editor of the International Journal of Jain Studies, series editor for both Routledge Advances in Jaina Studies and Jaina Studies by Harrassowitz, and principal investigator of the Jaina Prosopography project—a significant digital humanities initiative mapping Jain monastic networks.

Academic Reputation
• On Google Scholar, he has an h-index of 12 with over 500 citations, highlighting both his influence and consistency in academic publishing within Jain studies and religious sociology.

Institution               - SOAS University of London, Dept. of Religions and Philosophies
Role                       - Professor; Founding Chair, Centre of Jaina Studies
Education               - Dr. phil., Johannes Gutenberg-University Mainz
Research Areas     - Jainism (schools, sects, rituals), Jaina-Vaiṣṇava syncretism, pluralism
Editorial Roles        - IJJS Editor; Series Editor for key Jain Studies books
Major Projects        - Jaina-Prosopography (monastic lineages)
Scholarly Impact    - h-index 12, 500+ citations
",
16,Dr. N.S. Ramachandra Murthy,"•  Birth & Early Life
Born in 1943 in the village of Sitanagaram, near Rajahmundry in East Godavari district, Andhra Pradesh. He completed his school education at Municipal High School and pursued his undergraduate studies at Government Arts College, Rajahmundry.
•  Education
Achieved his M.A. in History with a specialization in Archaeology from Andhra University, Waltair, in 1964. Later, he earned his Ph.D. from Karnatak University, Dharwad, in 1981—his thesis focused on forts in ancient and medieval Andhra up to 1600 A.D.
•  Professional Career
He joined the Department of Archaeology & Museums, Epigraphy Branch, in 1966. During his tenure, he served as an Assistant in Epigraphy, Registering Officer (from 1974), Assistant Director (Epigraphy), and ultimately as Assistant Director (Epigraphy–Publications) in Hyderabad.
•  Contributions & Field Work
Dr. Murthy gained extensive experience across various archaeological domains including explorations, excavations, numismatics, epigraphy, sculptures, temple art, architecture, and antiquities. He conducted notable excavations at sites like Nandalur, Kotilingala, and Nirjapla, where he unearthed early historic and Buddhist sites. He also played a key role in organizing the Shri Bhagavan Mahavir Govt. Museum in Cuddapah and led archaeological explorations across Andhra Pradesh in districts such as Cuddapah, Kurnool, Karimnagar, Nizamabad, Adilabad, and others.
•  Publications & Academic Service
In addition to authoring Forts of Andhra Pradesh – From the Earliest Times Up to 16th C. A.D., he published over 15 research articles in various journals. He was affiliated with scholarly bodies such as the Indian Epigraphical Society and the Andhra Pradesh History Congress, and participated in academic seminars and conferences.

Full Name                       Dr. N.S. Ramachandra Murthy
Born                               1943, Sitanagaram (near Rajahmundry), Andhra Pradesh
Education                       M.A. (History–Archaeology), Andhra University (1964); Ph.D., Karnatak University (1981)
Career                            Archaeologist and epigrapher with Dept. of Archaeology & Museums, Hyderabad
Key Work                        Forts of Andhra Pradesh – From the Earliest Times Up to 16th C. A.D. (1996)
Research & Service        Excavations, epigraphy, museum development, scholarly publications, and institutional memberships.",
17,Dr. Anne Norton,"Anne Norton (born 1954) is an American political scientist and professor renowned for her deep explorations into political identity, the social sciences, and the critique of modern political thought.

Academic Background & Career
• She earned her B.A. (1977) and Ph.D. (1982) from the University of Chicago.
• Norton has held faculty positions at University of Notre Dame, Princeton University, and University of Texas at Austin, before joining the University of Pennsylvania in 1993.
• She currently holds the title of Stacey and Henry Jackson President’s Distinguished Professor of Political Science at Penn.
Research Interests & Contributions
• Her central scholarly focus has been political identity, with an interdisciplinary approach drawing from anthropology and semiotics.
• Norton is a foundational voice in the Perestroika movement, advocating for the reform of political science to embrace richer forms of meaning and critique.

Prominent Publications
• Alternative Americas: A Reading of Antebellum Political Culture (1986)
• Reflections on Political Identity (1988)
• Republic of Signs: Liberal Theory and American Popular Culture (1993)
• Leo Strauss and the Politics of American Empire (2004)
• 95 Theses on Politics, Culture, and Method (2004)
• On the Muslim Question (2013)
• Wild Democracy: Anarchy, Courage, and Ruling the Law (2023) 

Editorial Roles & Leadership
• Co founding editor of the journal Theory and Event, and a member of the executive board of Political Theory.
• She is also active in the Bridge Initiative at Georgetown’s Center for Muslim Christian Understanding.

Field                               - Political Science, Political Theory
Current Position               - Distinguished Professor at University of Pennsylvania
Education                       - Ph.D., University of Chicago
Key Research Areas      - Political identity, American politics, methodological critique
Notable Works               - On the Muslim Question, Leo Strauss and the Politics of American Empire, Wild Democracy",
18,Dr. D. Vasanta Kumari,"Academic Background & Role
• Dr. D. Vasanta Kumari earned her M.A. (History), M.Ed., and Ph.D. (Education). She holds the title of Professor Emeritus in Education Foundations at Dayalbagh Educational Institute (Deemed University) in Agra, Uttar Pradesh, India.
• In her academic career spanning over 15 years, she has focused on teacher education, inclusive education, and the psychology of learning, contributing substantially to education reform and pedagogy. 
Research Interests & Teaching
• Her key research interests include:
o Inclusive education, especially for learners with learning disabilities and hearing impairments
o Value-based teacher education, educational psychology, and school management
o Promoting environmental education and practices that cultivate gratitude and ethical awareness in students. 
•  She has taught courses such as:
o School Management
o Teaching of History
o Contemporary Education in India
o Inclusive Education
o Educational Management
o Psychology of Teaching and Learning
o Research Methodology (at the M.Phil. level)

Publications & Recognition
•  Dr. Kumari has authored several research papers in both national and international journals, including Experiments in Education, Third Concept, and Disabilities and Impairments. 
•  She earned the Best Paper Award at the 2002 Annual Conference of the All India Association of Educational Research (AIAER).
•  She is an active member of respected academic bodies such as AIAER, All India Council for Teacher Education (AICTE), System Society of India (DEI chapter), the Alumni Association of DEI (AADEI), and the Indian Association of Educational Research (IAER).

Position                                Professor Emeritus, DEI – Foundations of Education
Education                        M.A. (History), M.Ed., Ph.D. (Education)
Research Focus                Inclusive education, teacher development, educational psychology
Contributions                        Multiple journal publications; Best Paper Award (AIAER)
Professional Affiliations        AIAER, AICTE, System Society of India, AADEI, IAER
",
19,Dr. N. M. Kansara,"•  Academic and Editorial Roles
Dr. N. M. Kansara has been deeply involved in the fields of Sanskrit studies and Jain literature. He served as a Professor of Sanskrit at Gujarat College, Ahmedabad—part of the Gujarat Education Service—and later took on the role of Director at the Akshardham Center for Applied Research in Social Harmony (AARSH) in Gandhinagar, Gujarat. 

•  Scholarly Publications
Among his major works is the critical edition of Pancagranthi Vyakarana of Buddhisagarasuri (2006), an important metrical grammar of Classical Sanskrit by the Jain Ācārya Buddhisagarasuri (981–1025 CE). 
He also edited Kavi Dhanapala’s Tilakamanjari, Vol. I: A Sanskrit Prose Romance (1991), containing the prose-poetic work of the 11th-century court poet Dhanapala. 
Additionally, he's credited with translating regional works, including Folklore of Gujarat as part of the Folklore of India series. 

Roles	            Sanskrit Professor (Gujarat College); Director, AARSH
Key Works	    Pancagranthi Vyakarana of Buddhisagarasuri; Tilakamanjari Vol. I; Folklore of Gujarat (Translator)
Research Areas  Jain Sanskrit grammar; classical prose-poetry; folklore translation",
20,Dr. Mikal Austin Radford,"Academic Career & Background
• Dr. Mikal Austin Radford is a professor in the Department of Religion and Philosophy at Sheridan College in Ontario, Canada.
• His route into academia was unconventional: he originally trained in journalism, spending around fifteen years covering local sports and politics as a reporter and photographer before returning to university to pursue his passion for the humanities.

Education & Scholarly Focus
• He completed his Honours B.A. and Master’s at Wilfrid Laurier University. His undergraduate thesis examined the Jain ritual of Sallekhana, and his Master’s work focused on early Christian traditions in India (& the Acts of Thomas).
• Later, he pursued a Ph.D. in Religious Studies at McMaster University. His doctoral dissertation—Did the Tirthankaras Cross These Oceans? Boundaries, Frontiers and the Negotiation of Transnational Identity Within the Jaina Community of Toronto—explores how diasporic Jain communities form their religious identities.

Research Interests & Projects
• Radford’s research interests span media and religion, the use of religion as a political instrument, and Neolithic death rituals from the Eastern Mediterranean to the Indus Valley.
• He authored the chapter “(Re) Creating Transnational Religious Identity within the Jaina Community of Toronto” in the Brill volume South Asians in the Diaspora (2004).
• He was invited to contribute to Brill’s Encyclopaedia of Jainism, recognizing his expertise in transnational Jain identity and his standing within the field.

Teaching & Influence
• His courses at Sheridan include Philosophies of World Religions and Asian Spiritual Traditions, providing students with broad, interdisciplinary perspectives on religion and culture.
• Student feedback underscores his engaging teaching style—one student described him as “very passionate about religion,” and praised how this passion shines through his course delivery.

Current Role                   - Professor of Religion & Philosophy, Sheridan College
Educational Path            - B.A. & M.A. at Wilfrid Laurier University; Ph.D. at McMaster University
Research Focus             - Jain rituals & identity, diaspora studies, media and religion, Neolithic death rituals
Notable Publication        - Chapter in South Asians in the Diaspora; Contributor to Brill’s Encyclopaedia of Jainism",
21,Prof. Kamala Hampana,"Dr. Kamala Hampana—also affectionately known as “Nadoja”—was a monumental figure in Kannada literature and academia.

•  Early Life & Education
Born on 28 October 1935 in Devanahalli, Karnataka, she pursued her SSLC in Tumakuru and earned both her B.A. and M.A. in Kannada from the University of Mysore by 1958. Her Ph.D. was awarded for her thesis Turanga Bharata. 

•  Academic & Teaching Career
Beginning her career in 1959, she taught Kannada in various government colleges, rising to Principal of Government First Grade College, Vijayanagara, Bengaluru. Later, she served as Professor and Chair of the Department of Jainology and Prakrit Studies at the University of Mysore, and held visiting and leadership roles at Hampi University. 

•  Literary & Scholarly Output
Over a span of 60 years, she authored 60+ Kannada books across genres, including poetry, fiction, criticism, and biography, as well as two books in English: Attimabbe and Chalukyas and Jainism and Other Essays. She also produced nine key research documents like Thuranga Bharata – Ondu Addhyayana and Adharsha Jaina Mahileyaru. 

•  Advocacy & Cultural Impact
A pioneering female voice, Dr. Hampana was actively engaged in women’s and Dalit literary movements in Karnataka, bringing social consciousness to her scholarship. 

•  Honors & Recognition
Her illustrious contributions earned her numerous prestigious awards:
o Daana Chintamani Attimabbe Award (1998) 
o Nadoja Award from Hampi Kannada University
o Sahitya Akademi Award, Rajyotsava Prashasti, Kittur Rani Chennamma Award, Baba Amte Award. 
o She also presided over the 71st Akhila Bharata Kannada Sahitya Sammelana held in Moodabidri in 2003. 

•  Final Years & Legacy
Dr. Hampana passed away on 22 June 2024 in Bengaluru following a heart attack, at the age of 88. In accordance with her wishes, her body was donated to MS Ramaiah Medical College. Leaders across Karnataka, including Chief Minister Siddaramaiah, expressed their condolences at her passing.

Born / Died         - 28 Oct 1935 – 22 June 2024
Education           - M.A. & Ph.D. in Kannada from University of Mysore
Roles                  - Teacher, Principal, Professor, Chair – Jainology & Prakrit Studies
Literary Works    - 60+ Kannada books; 2 in English; 9 research documents
Advocacy            - Champion of women’s and Dalit voices in literature
Awards                - Attimabbe Award, Nadoja Award, Sahitya Akademi, Rajyotsava, and more
Literary Honor     - President of 71st Kannada Sahitya Sammelana
Final Act              - Body donated to medical college as per her wish
",
22,Dr. Srinivas V. Padigar,"Dr. Shrinivas V. Padigar is a distinguished historian, epigraphist, and archaeologist renowned for his extensive contributions to understanding India's early historical and cultural narratives, particularly in the Kannada region. 

Academic Background & Career
Dr. Padigar earned his Ph.D. from Karnatak University, Dharwad, in 1985, where he later served as Professor and Chairman of the Department of Ancient Indian History and Epigraphy. He has held several prestigious fellowships, including the Infosys Foundation Karnataka Chair at BORI, Pune, a Senior Academic Fellowship from the Indian Council of Historical Research (ICHR), and a Charles Wallace Fellowship in the UK. He has also served as a visiting fellow at institutions like Deccan College and the University of Edinburgh. 

Notable Achievements
• V Venkayya Epigraphy Award (2025): Dr. Padigar received this award for his exceptional contributions to Indian epigraphy, particularly for his work on Early Chalukya inscriptions. 
• Rajarshi Dr. Veerendra Heggade Award (2023): Recognized for his pioneering work in the field of epigraphy.
• Dr. B.R. Gopal Epigraphist’s Award (2016): Honored for his significant contributions to the study of inscriptions. 

Major Publications
• Inscriptions of the Calukyas of Badami (2010): A comprehensive work critically reinterpreting over 400 inscriptions from the Early Chalukya period. 
• Vishnu Cult in Karnataka (1996): An exploration of the evolution of Vishnu worship in Karnataka, based on inscriptions and sculpture. 
• Shravanabelagola: Jaina Cultural Heritage Area: A detailed account of the Jaina monuments at Shravanabelagola and surrounding sites, richly illustrated with photographs. 

Research Interests
Dr. Padigar's interdisciplinary research spans epigraphy, art history, archaeology, numismatics, and religious studies. His work has illuminated aspects of Saiva and Vaishnava traditions, educational institutions, temple architecture, and sculptural iconography in the Deccan region. ",
23,Dalpat Singh Baya ," Comes from a devout Jaina family in Udaipur, initiated into Jaina studies by his father, Svanamdhanya Shri Ganeshlalji Baya.
 After retiring from the military, he pursued M.A. in Prakrit and Jainology, followed by a Ph.D.
 Author of three English/Bilingual commentaries on Jain canonical works (Uttarādhyayna Sütra, Tattvärtha Sūtra, Ashța Pähuda).
 Authored ten English translations of rare Prakirņakas and three original works, plus numerous research papers in reputed journals.
 Awarded the Ganesh Lalvani Award and Late Shri. Pradeep Kumar Rampuria Award for contributions to Jaina literature.

 Author of Jainism: The Creed for All Times and Jainism: The Creed For All Times Volume 188 (Prakrit Bharti Academy, 2006).
 Co-author with Shreyas and Suresh Sisodiya on other Jainism-related publications, listed on Exotic India Art.
 Author of Revisions for D. S. Baya 1999 (published by the Pandit Project).

 Dr. Baya’s works cover various aspects of Jainism: history, cosmology, ontology, epistemology, ethics, and mythology.
 The book Practical Jainism addresses contemporary societal issues, highlighting the applied aspect of Jain precepts.
 Attempts to reconcile Śvetambara and Digambara traditions, especially in the life-sketch of Bhagväna Mahāvīra.


",
24,"Ramjeet Jain, Gwalior",Not Found,
25,Dr. Ghanta Jawaharlal,"1. Personal Details:

    Name: Dr. Ghanta Jawaharlal
    Date of Birth: 15th April 1942
    Place of Birth: Sitampet, near Eluru, West Godavari District, Andhra Pradesh, India

2. Academic Background:

    M.A. in Ancient Indian History and Culture: Obtained from Nagpur University in 1964.
    Ph.D.: Awarded by Nagpur University in 1979 for his thesis, ""Jainism in Andhra"", under the guidance of Prof. A.M. Shastri.

3. Training:

    Received initial training in epigraphy from late Prof. VV Mirashi, a prominent epigraphist in India.

4. Career:

    Joined the Department of Archaeology and Museums, Govt. of Andhra Pradesh in 1965 as Assistant Epigraphist.
    Rose to the position of Deputy Director (Epigraphy).
    Also served as Director of the Oriental Manuscripts Library and Research Institute.
    Retired from service recently after a long tenure.

5. Key Publications:

    ""Jainism in Andhra (as depicted in Inscriptions)"": Published in 1994; the only book on Jainism in Andhra published to date.

6. Research Contributions:

    Contributed over 75 research articles on various aspects of archaeology, published in both English and Telugu in international and national journals.
    Areas of expertise include Epigraphy, Exploration, Excavations, Art and Architecture, and Iconography.

7. Awards and Recognition:

    Awarded a special prize for his work on Jainism by Ahimsa International, New Delhi, in 1998.
    Felicitated by Shri Bharatvarshiya Digambar Jain (Tirtha-Samarakshini) Mahasabha, Lucknow and the Jain Sangha, Hyderabad for his contributions to Jainism.
    Associated with late Shri Sahu A.K. Jain, who appreciated his work on Jainism in Andhra.

8. Current Engagement:

    Currently serving as an Archaeological Officer for Shri Bharatvarshiya Digambar Jain (Tirtha-Samarakshini) Mahasabha, Lucknow.",
